"id","user","aviso","pedido","pedido_cliente","item","ordem","cliente","quant_a_fat","quant_fat","quant","entrega","data_saida","codprod","descricao","desenho","matriz","statuspv","statusav"
"7979","ANA GABRIELA",NULL,"1636","4201643792-40",NULL,"6082","GE_RMG","2",NULL,NULL,"2024-01-17","2024-01-17","HVHV307164-01",NULL,"HV307164-XX",NULL,"0",NULL
"7980","ANA GABRIELA",NULL,"1636","4201643792-40",NULL,"6083","GE_RMG","2",NULL,NULL,"2024-01-17","2024-01-17","HVHV30716401-1",NULL,"HV307164-XX",NULL,"0",NULL
"7981","ANA GABRIELA",NULL,"1636","4201643792-40",NULL,"6084","GE_RMG","2",NULL,NULL,"2024-01-17","2024-01-17","HVHV30716401-2",NULL,"HV307164-XX",NULL,"0",NULL
"7982","ANA GABRIELA",NULL,"1635","4201643792-20",NULL,"6081","GE_RMG","13",NULL,NULL,"2024-01-23","2024-01-19","HVHV400252-01",NULL,"HV400252-01",NULL,"0",NULL
"7983","ANA GABRIELA",NULL,"1725","4201652739-20",NULL,"6078","GE_RMG","1",NULL,NULL,"2024-02-03",NULL,"HVHV307164-02",NULL,"HV307164-XX","SIM","0",NULL
"7984","ANA GABRIELA",NULL,"1725","4201652739-20",NULL,"6079","GE_RMG","1",NULL,NULL,"2024-02-03",NULL,"HVHV30716402-1",NULL,"HV307164-XX","SIM","0",NULL
"7985","ANA GABRIELA",NULL,"1725","4201652739-20",NULL,"6080","GE_RMG","1",NULL,NULL,"2024-02-03",NULL,"HVHV30716402-2",NULL,"HV307164-XX","SIM","0",NULL
"7986","ANA GABRIELA",NULL,"1650","4201647205-20",NULL,"6072","GE_RMG","9",NULL,NULL,"2024-01-12",NULL,"HVHV307164-02",NULL,"HV307164-XX",NULL,"0",NULL
"7987","ANA GABRIELA",NULL,"1650","4201647205-20",NULL,"6073","GE_RMG","9",NULL,NULL,"2024-01-12",NULL,"HVHV30716402-1",NULL,"HV307164-XX",NULL,"0",NULL
"7988","ANA GABRIELA",NULL,"1650","4201647205-20",NULL,"6074","GE_RMG","9",NULL,NULL,"2024-01-12",NULL,"HVHV30716402-2",NULL,"HV307164-XX",NULL,"0",NULL
"7989","ANA GABRIELA",NULL,"1649","4201647205-10",NULL,"6069","GE_RMG","10",NULL,NULL,"2024-01-19","2024-01-19","HVHV400318-01",NULL,"HV400318-XX",NULL,"0",NULL
"7990","ANA GABRIELA",NULL,"1649","4201647205-10",NULL,"6070","GE_RMG","10",NULL,NULL,"2024-01-19","2024-01-19","HVHV40031801-1",NULL,"HV400318-XX",NULL,"0",NULL
"7991","ANA GABRIELA",NULL,"1649","4201647205-10",NULL,"6071","GE_RMG","10",NULL,NULL,"2024-01-19","2024-01-19","HVHV40031801-2",NULL,"HV400318-XX",NULL,"0",NULL
"7992","ANA GABRIELA",NULL,"1683","4201648916-30",NULL,"6066","GE_RMG","1",NULL,NULL,"2024-01-10","2024-01-10","HVHV307164-01",NULL,"HV307164-XX",NULL,"0",NULL
"7993","ANA GABRIELA",NULL,"1683","4201648916-30",NULL,"6067","GE_RMG","1",NULL,NULL,"2024-01-10","2024-01-10","HVHV30716401-1",NULL,"HV307164-XX",NULL,"0",NULL
"7994","ANA GABRIELA",NULL,"1683","4201648916-30",NULL,"6068","GE_RMG","1",NULL,NULL,"2024-01-10","2024-01-10","HVHV30716401-2",NULL,"HV307164-XX",NULL,"0",NULL
"7995","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6085","GE_BAT","2",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01",NULL,"HI300705-01",NULL,"0",NULL
"7996","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6086","GE_BAT","24",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.1",NULL,"POS 01 - HI300705-01",NULL,"0",NULL
"7997","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6087","GE_BAT","4",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.2",NULL,"POS 02 - HI300705-01",NULL,"0",NULL
"7998","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6088","GE_BAT","4",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.3",NULL,"POS 03 - HI300705-01",NULL,"0",NULL
"7999","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6089","GE_BAT","4",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.4",NULL,"POS 04 - HI300705-01",NULL,"0",NULL
"8000","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6090","GE_BAT","4",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.5",NULL,"POS 05 - HI300705-01",NULL,"0",NULL
"8001","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6091","GE_BAT","8",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.6",NULL,"POS 06 - HI300705-01",NULL,"0",NULL
"8002","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6092","GE_BAT","24",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.7",NULL,"POS 07 - HI300705-01",NULL,"0",NULL
"8003","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6093","GE_BAT","4",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.8",NULL,"POS 08 - HI300705-01",NULL,"0",NULL
"8004","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6094","GE_BAT","2",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.9",NULL,"POS 09 - HI300705-01",NULL,"0",NULL
"8005","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6095","GE_BAT","4",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.10",NULL,"POS 10 - HI 300705-01",NULL,"0",NULL
"8006","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6096","GE_BAT","4",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.11",NULL,"POS 11 - HI300705-01",NULL,"0",NULL
"8007","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6097","GE_BAT","4",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.12",NULL,"POS 12 - HI300705-01",NULL,"0",NULL
"8008","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6098","GE_BAT","4",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.13",NULL,"POS 13 - HI300705-01",NULL,"0",NULL
"8009","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6099","GE_BAT","4",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.14",NULL,"POS 14 - HI300705-01",NULL,"0",NULL
"8010","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6100","GE_BAT","8",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.15",NULL,"POS 15 - HI300705-01",NULL,"0",NULL
"8011","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6101","GE_BAT","10",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.16",NULL,"POS 16 - HI300705-01",NULL,"0",NULL
"8012","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6102","GE_BAT","12",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.17",NULL,"POS 17 - HI 300705-01",NULL,"0",NULL
"8013","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6103","GE_BAT","24",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.18",NULL,"POS 18 - HI300705-01",NULL,"0",NULL
"8014","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6104","GE_BAT","18",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.19",NULL,"POS 19 - HI300705-01",NULL,"0",NULL
"8015","ANA GABRIELA",NULL,"1524","4201614535-10",NULL,"6105","GE_BAT","2",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.20",NULL,"POS 20 - HI300705-01",NULL,"0",NULL
"8016","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6106","GE_BAT","2",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.21",NULL,"POS 21 - HI300705-01",NULL,"0",NULL
"8017","ANA GABRIELA",NULL,"1524","4201624535-10",NULL,"6107","GE_BAT","4",NULL,NULL,"2023-12-12","2023-12-07","HIHI300705-01.22",NULL,"POS 22 - HI300705-01",NULL,"0",NULL
"8018","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6108","GE_BAT","1",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01",NULL,"HI300497-01",NULL,"0",NULL
"8019","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6109","GE_BAT","12",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.1",NULL,"POS01-HI300497-01",NULL,"0",NULL
"8020","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6110","GE_BAT","2",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.2",NULL,"POS02-HI300497-01",NULL,"0",NULL
"8021","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6111","GE_BAT","2",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.3",NULL,"POS03-HI300497-01",NULL,"0",NULL
"8022","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6112","GE_BAT","2",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.4",NULL,"POS04-HI300497-01",NULL,"0",NULL
"8023","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6113","GE_BAT","2",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.5",NULL,"POS05-HI300497-01",NULL,"0",NULL
"8024","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6114","GE_BAT","4",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.6",NULL,"POS06-HI300497-01",NULL,"0",NULL
"8025","ANA GABRIELA",NULL,"1606","42016385916-20",NULL,"6115","GE_BAT","6",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.7",NULL,"POS07-HI300497-01",NULL,"0",NULL
"8026","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6116","GE_BAT","2",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.8",NULL,"POS085-HI300497-01",NULL,"0",NULL
"8027","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6117","GE_BAT","1",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.9",NULL,"POS09-HI300497-01",NULL,"0",NULL
"8028","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6118","GE_BAT","2",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.10",NULL,"POS10-HI300497-01",NULL,"0",NULL
"8029","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6119","GE_BAT","2",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.11",NULL,"POS11-HI300497-01",NULL,"0",NULL
"8030","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6120","GE_BAT","2",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.12",NULL,"POS12-HI300497-01",NULL,"0",NULL
"8031","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6121","GE_BAT","2",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.13",NULL,"POS13-HI300497-01",NULL,"0",NULL
"8032","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6122","GE_BAT","2",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.14",NULL,"POS14-HI300497-01",NULL,"0",NULL
"8033","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6123","GE_BAT","4",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.15",NULL,"POS15-HI300497-01",NULL,"0",NULL
"8034","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6124","GE_BAT","4",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.16",NULL,"POS15-HI300497-01",NULL,"0",NULL
"8035","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6125","GE_BAT","6",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.17",NULL,"POS17-HI300497-01",NULL,"0",NULL
"8036","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6126","GE_BAT","12",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.18",NULL,"POS18-HI300497-01",NULL,"0",NULL
"8037","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6127","GE_BAT","6",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.19",NULL,"POS19-HI300497-01",NULL,"0",NULL
"8038","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6128","GE_BAT","1",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.20",NULL,"POS20-HI300497-01",NULL,"0",NULL
"8039","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6129","GE_BAT","1",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.21",NULL,"POS21-HI300497-01",NULL,"0",NULL
"8040","ANA GABRIELA",NULL,"1606","4201638916-20",NULL,"6130","GE_BAT","2",NULL,NULL,"2023-12-15","2023-12-14","HIHI300497-01.22",NULL,"POS22-HI300497-01",NULL,"0",NULL
"8041","ANA GABRIELA",NULL,"1744","4514770367-10",NULL,"5974","WEG_ITAJAI","3",NULL,NULL,"2023-12-13","2023-12-13","13358340-3-01",NULL,"10003482002",NULL,"0",NULL
"8042","ANA GABRIELA",NULL,"1744","4514770367-10",NULL,"5978","WEG_ITAJAI","3",NULL,NULL,"2023-12-13","2023-12-13","13358340-3-02",NULL,"10003482236",NULL,"0",NULL
"8043","ANA GABRIELA",NULL,"1744","4514770367-10",NULL,"5967","WEG_ITAJAI","3",NULL,NULL,"2023-12-13","2023-12-13","13358340-1.03",NULL,"10003467802",NULL,"0",NULL
"8044","ANA GABRIELA",NULL,"1744","4514770367-10",NULL,"5964","WEG_ITAJAI","6",NULL,NULL,"2023-12-13","2023-12-13","13358340-1.02",NULL,"10003780807",NULL,"0",NULL
"8045","ANA GABRIELA",NULL,"1744","4514770367-10",NULL,"5960","WEG_ITAJAI","6",NULL,NULL,"2023-12-13","2023-12-13","13358340-1.01",NULL,"10003780685",NULL,"0",NULL
"8046","ANA GABRIELA",NULL,"1818","4514502993-10",NULL,"6167","WEG_ITAJAI","6",NULL,NULL,"2024-01-18","2024-01-12","12774933",NULL,"10002815975",NULL,"0",NULL
"8047","ANA GABRIELA",NULL,"1819","4514502993-20",NULL,"6168","WEG_ITAJAI","18",NULL,NULL,"2024-01-18","2024-01-12","12774933",NULL,"10002815975",NULL,"0",NULL
"8048","ANA GABRIELA",NULL,"1817","4515103600-10",NULL,"6166","WEG_ITAJAI","6",NULL,NULL,"2024-01-18",NULL,"12774933",NULL,"10002815975",NULL,"0",NULL
"8049","ANA GABRIELA",NULL,"1815","4514735375-10",NULL,"6163","WEG_ITAJAI","70",NULL,NULL,"2024-01-19",NULL,"11510278",NULL,"10005864826",NULL,"0",NULL
"8050","ANA GABRIELA",NULL,"1815","4514735375-10",NULL,"6164","WEG_ITAJAI","70",NULL,NULL,"2024-01-19",NULL,"11510278-1",NULL,"10005864826",NULL,"0",NULL
"8051","ANA GABRIELA",NULL,"1815","4514735375-10",NULL,"6165","WEG_ITAJAI","70",NULL,NULL,"2024-01-19",NULL,"11510278-2",NULL,"10005864826",NULL,"0",NULL
"8052","ANA GABRIELA",NULL,"1814","420167068-10",NULL,"6162","GE_RMG","11",NULL,NULL,"2023-12-07","2023-12-04","HVHV506008-02",NULL,"HV100090-XX VAR 02",NULL,"0",NULL
"8053","ANA GABRIELA",NULL,"1724","4201652739-10",NULL,"6075","GE_RMG","11",NULL,NULL,"2024-01-11","2024-01-10","HVHV307531-01",NULL,"HV307531-XX",NULL,"0",NULL
"8054","ANA GABRIELA",NULL,"1835","4514973551-10",NULL,"6211","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"12384307",NULL,"10002659998",NULL,"0",NULL
"8055","ANA GABRIELA",NULL,"1835","4514973551-10",NULL,"6212","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"12384307-1",NULL,"10002659998 POS 1",NULL,"0",NULL
"8056","ANA GABRIELA",NULL,"1835","4514973551-10",NULL,"6213","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"12384307-3",NULL,"10002659998 POS 3",NULL,"0",NULL
"8057","ANA GABRIELA",NULL,"1835","4514973551-10",NULL,"6214","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"12384307-3",NULL,"10002659998 POS 3",NULL,"0",NULL
"8058","ANA GABRIELA",NULL,"1835","4514973551-10",NULL,"6215","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"12384307-4",NULL,"10002659998 POS 4",NULL,"0",NULL
"8059","ANA GABRIELA",NULL,"1833","4514963997-10",NULL,"6210","WEG_ITAJAI","4",NULL,NULL,"2024-01-22",NULL,"12525904",NULL,"10002398972",NULL,"0",NULL
"8060","ANA GABRIELA",NULL,"1832","4515045458-10",NULL,"6209","WEG_ITAJAI","1",NULL,NULL,"2024-01-22","2024-01-12","12354196",NULL,"10002666927",NULL,"0",NULL
"8061","ANA GABRIELA",NULL,"1831","4514930543-10",NULL,"6208","WEG_ITAJAI","1",NULL,NULL,"2023-12-11","2023-12-12","12356314",NULL,"10002403185",NULL,"0",NULL
"8062","ANA GABRIELA",NULL,"1830","451495569010",NULL,"6207","WEG_ITAJAI","1",NULL,NULL,"2023-12-11","2023-12-13","12354189",NULL,"10002393523",NULL,"0",NULL
"8063","ANA GABRIELA",NULL,"1829","4514889041-10",NULL,"6204","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"12357713",NULL,"10002395028",NULL,"0",NULL
"8064","ANA GABRIELA",NULL,"1829","4514889041-10",NULL,"6205","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"12357713-1",NULL,"10002395028",NULL,"0",NULL
"8065","ANA GABRIELA",NULL,"1829","4514889041-10",NULL,"6206","WEG_ITAJAI","3",NULL,NULL,"2024-01-22",NULL,"12357713-2",NULL,"10002395028",NULL,"0",NULL
"8066","ANA GABRIELA",NULL,"1828","4514974284-10",NULL,"6203","WEG_ITAJAI","2",NULL,NULL,"2023-12-11","2023-12-12","12356311",NULL,"10002401632",NULL,"0",NULL
"8067","ANA GABRIELA",NULL,"1826","4515060540-10",NULL,"6201","WEG_ITAJAI","2",NULL,NULL,"2023-12-11","2023-12-13","12353043",NULL,"10002404563",NULL,"0",NULL
"8068","ANA GABRIELA",NULL,"1827","4515060540-20",NULL,"6202","WEG_ITAJAI","1",NULL,NULL,"2023-12-11","2023-12-13","12353040",NULL,"10002408222",NULL,"0",NULL
"8069","ANA GABRIELA",NULL,"1836","4501267600-10",NULL,"6216","GE_RBH","14",NULL,NULL,"2023-12-20",NULL,"BY76169900",NULL,"HV304375-03",NULL,"0",NULL
"8070","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6217","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340",NULL,"10003782203",NULL,"0",NULL
"8071","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6218","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-1",NULL,"10003781011",NULL,"0",NULL
"8072","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6219","WEG_ITAJAI","2",NULL,NULL,"2024-01-22",NULL,"13358340-1.01",NULL,"10003780685",NULL,"0",NULL
"8073","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6220","WEG_ITAJAI","4",NULL,NULL,"2024-01-22",NULL,"13358340-1.01-1",NULL,"10003780680",NULL,"0",NULL
"8074","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6221","WEG_ITAJAI","4",NULL,NULL,"2024-01-22",NULL,"13358340-1.01-2",NULL,"10003780671",NULL,"0",NULL
"8075","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6222","WEG_ITAJAI","4",NULL,NULL,"2024-01-22",NULL,"13358340-1.01-3",NULL,"10003780627",NULL,"0",NULL
"8076","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6223","WEG_ITAJAI","2",NULL,NULL,"2024-01-22",NULL,"13358340-1.02",NULL,"10003780807",NULL,"0",NULL
"8077","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6224","WEG_ITAJAI","4",NULL,NULL,"2024-01-22",NULL,"13358340-1.02-1",NULL,"10003780708",NULL,"0",NULL
"8078","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6225","WEG_ITAJAI","4",NULL,NULL,"2024-01-22",NULL,"13358340-1.02-2",NULL,"13358340-1.02-1",NULL,"0",NULL
"8079","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6226","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-1.03",NULL,"10003467802",NULL,"0",NULL
"8080","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6227","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-1.03-1",NULL,"10003467804",NULL,"0",NULL
"8081","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6228","WEG_ITAJAI","2",NULL,NULL,"2024-01-22",NULL,"13358340-1.03-2",NULL,"10003467799",NULL,"0",NULL
"8082","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6229","WEG_ITAJAI","8",NULL,NULL,"2024-01-22",NULL,"13358340-1.03-3",NULL,"10003467796",NULL,"0",NULL
"8083","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6230","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-1.04",NULL,"10003780814",NULL,"0",NULL
"8084","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6231","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-4",NULL,"10004489762",NULL,"0",NULL
"8085","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6232","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-4-01",NULL,"10004489842",NULL,"0",NULL
"8086","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6233","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-4-02",NULL,"10004489857",NULL,"0",NULL
"8087","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6234","WEG_ITAJAI","48",NULL,NULL,"2024-01-22",NULL,"13358340-5.3",NULL,"10003801134",NULL,"0",NULL
"8088","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6235","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-3",NULL,"10003483379",NULL,"0",NULL
"8089","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6236","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-3-01",NULL,"10003482002",NULL,"0",NULL
"8090","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6237","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-3-01-1",NULL,"10003482002",NULL,"0",NULL
"8091","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6238","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-3-01-2",NULL,"10003482002",NULL,"0",NULL
"8092","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6239","WEG_ITAJAI","4",NULL,NULL,"2024-01-22",NULL,"13358340-3-01-3",NULL,"10003482002",NULL,"0",NULL
"8093","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6240","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-3-02",NULL,"10003482236",NULL,"0",NULL
"8094","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6241","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-3-02-1",NULL,"10003482236",NULL,"0",NULL
"8095","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6242","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-3-02-2",NULL,"10003482236",NULL,"0",NULL
"8096","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6243","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-3-02-3",NULL,"10003482236",NULL,"0",NULL
"8097","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6244","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-3-06",NULL,"10003521551",NULL,"0",NULL
"8098","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6245","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-3-07",NULL,"10003482119",NULL,"0",NULL
"8099","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6246","WEG_ITAJAI","1",NULL,NULL,"2024-01-22",NULL,"13358340-3-08",NULL,"10003521492",NULL,"0",NULL
"8100","ANA GABRIELA",NULL,"1834","4515097205-10",NULL,"6247","WEG_ITAJAI","2",NULL,NULL,"2024-01-22",NULL,"13358340-2",NULL,"10003801105",NULL,"0",NULL
"8101","ANA GABRIELA",NULL,"1844","4514939779-10",NULL,"6264","WEG_ITAJAI","12",NULL,NULL,"2024-02-02",NULL,"14006598",NULL,"10004930716","SIM","0",NULL
"8102","ANA GABRIELA",NULL,"1845","4514939779-20",NULL,"6265","WEG_ITAJAI","12",NULL,NULL,"2024-02-09",NULL,"14006598",NULL,"10004930716","SIM","0",NULL
"8103","ANA GABRIELA",NULL,"1843","4515038716-20",NULL,"6263","WEG_ITAJAI","15",NULL,NULL,"2024-02-02",NULL,"15976664",NULL,"10008521996","SIM","0",NULL
"8104","ANA GABRIELA",NULL,"1841","4515038726-10",NULL,"6261","WEG_ITAJAI","24",NULL,NULL,"2024-02-02",NULL,"14364964",NULL,"10005627126","SIM","0",NULL
"8105","ANA GABRIELA",NULL,"1842","4515038726-20",NULL,"6262","WEG_ITAJAI","24",NULL,NULL,"2024-02-16",NULL,"14364964",NULL,"10005627126","SIM","0",NULL
"8106","ANA GABRIELA",NULL,"1840","4514989888-20",NULL,"6256","WEG_ITAJAI","15",NULL,NULL,"2024-02-02",NULL,"15970137",NULL,"10008511425","SIM","0",NULL
"8107","ANA GABRIELA",NULL,"1840","4514989888-20",NULL,"6257","WEG_ITAJAI","15",NULL,NULL,"2024-02-02",NULL,"15970137-1",NULL,"10008511307","SIM","0",NULL
"8108","ANA GABRIELA",NULL,"1840","4514989888-20",NULL,"6258","WEG_ITAJAI","15",NULL,NULL,"2024-02-02",NULL,"15970137-2",NULL,"10008511327","SIM","0",NULL
"8109","ANA GABRIELA",NULL,"1840","4514989888-20",NULL,"6259","WEG_ITAJAI","15",NULL,NULL,"2024-02-02",NULL,"15970137-3",NULL,"10008511406","SIM","0",NULL
"8110","ANA GABRIELA",NULL,"1840","4514989888-20",NULL,"6260","WEG_ITAJAI","15",NULL,NULL,"2024-02-02",NULL,"15970137-4",NULL,"10008754218","SIM","0",NULL
"8111","ANA GABRIELA",NULL,"1839","4514989888-10",NULL,"6255","WEG_ITAJAI","15",NULL,NULL,"2024-02-02",NULL,"15975244",NULL,"10008520095","SIM","0",NULL
"8112","ANA GABRIELA",NULL,"1838","4515110713-20",NULL,"6252","WEG_ITAJAI","2",NULL,NULL,"2024-02-16",NULL,"12864933",NULL,"10002967709 / 10002967708","SIM","0",NULL
"8113","ANA GABRIELA",NULL,"1838","4515110713-20",NULL,"6253","WEG_ITAJAI","2",NULL,NULL,"2024-02-16",NULL,"12864933-1",NULL,"10002967709","SIM","0",NULL
